"","X","NAME","YEAR","TEAM","TIME","DATE","MEETNAME","COURSE","MEETNAME_CORR","Score","ADJ_TIME"
"268",1061,"Osmulski, Matt","SR-4","North Central (Ill.)","24:50.3","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1409.3
"269",1062,"Beutel, Alec","SR-4","North Central (Ill.)","25:04.1","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1423.1
"270",1063,"Pommier, Gabriel","JR-3","North Central (Ill.)","25:16.3","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1435.3
"271",1064,"Makrounis, Alex","JR-3","North Central (Ill.)","25:22.5","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1441.5
"272",1065,"Chapman, Zachary","JR-3","North Central (Ill.)","25:23.8","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1442.8
"273",1066,"Licari, Nick","JR-3","North Central (Ill.)","25:29.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1448.9
"274",1067,"Koch, Campbell","SO-2","North Central (Ill.)","25:35.9","October 19, 2019
","Kollege Town Sports Invitational","
Lake Breeze Golf Course
Winneconne, WI 
  ","Kollege_Town_Sports_Invitational","81",1454.9
"275",1100,"Koch, Campbell","JR","North Central (Ill.)","24:57.6","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1437.6
"276",1102,"Chapman, Zachary","JR","North Central (Ill.)","25:05.2","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1445.2
"277",1103,"Makrounis, Alex","JR","North Central (Ill.)","25:14.7","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1454.7
"278",1110,"Osmulski, Matt","SR","North Central (Ill.)","24:24.0","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1404
"279",1111,"Beutel, Alec","SR","North Central (Ill.)","24:31.5","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1411.5
"280",1112,"Pommier, Gabriel","JR","North Central (Ill.)","24:35.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1415.4
"281",1116,"Licari, Nick","JR","North Central (Ill.)","26:03.0","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1503
"282",1138,"Osmulski, Matt","SR-4","North Central (Ill.)","25:19.7","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1417.7
"283",1139,"Pommier, Gabriel","JR-3","North Central (Ill.)","25:23.1","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1421.1
"284",1141,"Licari, Nick","JR-3","North Central (Ill.)","25:34.2","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1432.2
"285",1142,"Beutel, Alec","SR-4","North Central (Ill.)","25:36.2","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1434.2
"286",1145,"Koch, Campbell","SO-2","North Central (Ill.)","25:53.8","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1451.8
"287",1149,"Chapman, Zachary","JR-3","North Central (Ill.)","26:28.3","September 21, 2019
","Wheaton Gil Dodds Invitational","
St. James Forest Preserve
2S541 Winfield Road
Warrenville, IL 60555
  ","Wheaton_Gil_Dodds_Invitational","102",1486.3
"288",1175,"Osmulski, Matt","SR-4","North Central (Ill.)","24:45.6","September 13, 2019
","Illinois State Invite","
Weibring Golf Club
Normal, IL 61790
  ","Illinois_State_Invite","84",1401.6
"289",1176,"Pommier, Gabriel","JR-3","North Central (Ill.)","24:59.4","September 13, 2019
","Illinois State Invite","
Weibring Golf Club
Normal, IL 61790
  ","Illinois_State_Invite","84",1415.4
"290",1177,"Beutel, Alec","SR-4","North Central (Ill.)","25:15.6","September 13, 2019
","Illinois State Invite","
Weibring Golf Club
Normal, IL 61790
  ","Illinois_State_Invite","84",1431.6
"291",1179,"Licari, Nick","JR-3","North Central (Ill.)","25:30.1","September 13, 2019
","Illinois State Invite","
Weibring Golf Club
Normal, IL 61790
  ","Illinois_State_Invite","84",1446.1
"292",1180,"Chapman, Zachary","JR-3","North Central (Ill.)","25:42.1","September 13, 2019
","Illinois State Invite","
Weibring Golf Club
Normal, IL 61790
  ","Illinois_State_Invite","84",1458.1
"293",1205,"Hampton, Chase","SR-4","Otterbein","24:02.5","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1442.5
"294",1206,"Hoffman, Max","SR-4","Otterbein","24:13.1","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1453.1
"295",1207,"Ehret, Jamey","SR-4","Otterbein","24:27.0","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1467
"296",1208,"Clevinger, Alex","SR-4","Otterbein","24:36.6","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1476.6
"297",1209,"Strohm, Spencer","SR-4","Otterbein","24:49.7","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1489.7
"298",1210,"Estes, Ryan","SO-2","Otterbein","25:03.2","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1503.2
"299",1211,"Thompson, Jacob","SR-4","Otterbein","25:45.4","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1545.4
"300",1212,"Hampton, Chase","SR-4","Otterbein","25:29.9","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1435.9
"301",1213,"Hoffman, Max","SR-4","Otterbein","25:49.2","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1455.2
"302",1214,"Clevinger, Alex","SR-4","Otterbein","26:14.3","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1480.3
"303",1215,"Ehret, Jamey","SR-4","Otterbein","26:18.0","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1484
"304",1216,"Estes, Ryan","SO-2","Otterbein","26:21.4","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1487.4
"305",1217,"Strohm, Spencer","SR-4","Otterbein","26:31.9","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1497.9
"306",1219,"Thompson, Jacob","SR-4","Otterbein","26:39.7","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1505.7
"307",1252,"Hampton, Chase","SR-4","Otterbein","24:51.4","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1436.4
"308",1253,"Ehret, Jamey","SR-4","Otterbein","25:00.4","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1445.4
"309",1254,"Thompson, Jacob","SR-4","Otterbein","25:15.7","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1460.7
"310",1255,"Estes, Ryan","SO-2","Otterbein","25:18.6","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1463.6
"311",1256,"Clevinger, Alex","SR-4","Otterbein","25:25.8","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1470.8
"312",1258,"Strohm, Spencer","SR-4","Otterbein","26:02.2","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1507.2
"313",1260,"Hoffman, Max","SR-4","Otterbein","26:40.7","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1545.7
"314",1263,"Strohm, Spencer","SR","Otterbein","25:56.3","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1496.3
"315",1269,"Hampton, Chase","SR","Otterbein","24:30.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1410.4
"316",1270,"Thompson, Jacob","SR","Otterbein","24:49.5","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1429.5
"317",1271,"Ehret, Jamey","SR","Otterbein","24:52.1","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1432.1
"318",1272,"Hoffman, Max","SR","Otterbein","25:14.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1454.9
"319",1273,"Estes, Ryan","SO","Otterbein","25:22.8","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1462.8
"320",1275,"Clevinger, Alex","","Otterbein","25:50.5","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1490.5
"321",1276,"Clevinger, Alex","SR-4","Otterbein","27:00.6","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1492.6
"322",1291,"Hampton, Chase","SR-4","Otterbein","25:13.1","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1385.1
"323",1292,"Ehret, Jamey","SR-4","Otterbein","25:48.3","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1420.3
"324",1293,"Thompson, Jacob","SR-4","Otterbein","25:56.3","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1428.3
"325",1294,"Hoffman, Max","SR-4","Otterbein","26:24.2","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1456.2
"326",1295,"Estes, Ryan","SO-2","Otterbein","26:40.0","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1472
"327",1298,"Strohm, Spencer","SR-4","Otterbein","27:23.5","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1515.5
"328",1300,"Hampton, Chase","SR-4","Otterbein","25:59.1","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1411.1
"329",1301,"Thompson, Jacob","SR-4","Otterbein","26:16.5","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1428.5
"330",1303,"Ehret, Jamey","SR-4","Otterbein","26:37.1","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1449.1
"331",1304,"Estes, Ryan","SO-2","Otterbein","26:47.2","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1459.2
"332",1306,"Strohm, Spencer","SR-4","Otterbein","27:00.4","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1472.4
"333",1311,"Clevinger, Alex","SR-4","Otterbein","27:54.7","September 14, 2019
","Otterbein Invitational","
Otterbein
Westerville, OH 43081
  ","Otterbein_Invitational","148",1526.7
"334",1461,"Whetstone, Jack","JR-3","Emory","24:49.3","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1426.3
"335",1462,"Moore, Spencer","SO-2","Emory","25:11.8","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1448.8
"336",1463,"Cox, John","JR-3","Emory","25:17.8","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1454.8
"337",1464,"Lucas, Brett","SO-2","Emory","25:27.7","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1464.7
"338",1465,"Kattenberg, Egan","JR-3","Emory","25:45.7","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1482.7
"339",1466,"Dillon, Matt","JR-3","Emory","25:55.8","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1492.8
"340",1467,"Marcus, Jon","SO-2","Emory","25:59.3","November 16, 2019
","NCAA Division III South/Southeast Region Cross Country Championships","
Rhodes (Eastern Deadline)
6900 Mullins Station Rd
Memphis, TN 38018
  ","NCAA_Division_III_SouthSoutheast_Region_Cross_Country_Championships","63",1496.3
"341",1469,"Whetstone, Jack","JR-3","Emory","25:07.8","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1426.8
"342",1470,"Moore, Spencer","SO-2","Emory","25:28.0","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1447
"343",1471,"Cox, John","JR-3","Emory","25:35.8","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1454.8
"344",1472,"Lucas, Brett","SO-2","Emory","26:00.9","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1479.9
"345",1473,"Kattenberg, Egan","JR-3","Emory","26:05.1","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1484.1
"346",1474,"Dillon, Matt","JR-3","Emory","26:08.1","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1487.1
"347",1475,"Marcus, Jon","SO-2","Emory","26:24.5","November  02, 2019
","UAA Championships","
Oval at Schendley Park
Pittsburgh, PA 15222
  ","UAA_Championships","81",1503.5
"348",1479,"Whetstone, Jack","JR-3","Emory","25:39.7","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1456.7
"349",1480,"Lucas, Brett","SO-2","Emory","25:48.5","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1465.5
"350",1481,"Moore, Spencer","SO-2","Emory","25:57.4","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1474.4
"351",1482,"Cox, John","JR-3","Emory","26:02.3","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1479.3
"352",1483,"Dillon, Matt","JR-3","Emory","26:22.3","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1499.3
"353",1484,"Kattenberg, Egan","JR-3","Emory","26:33.1","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1510.1
"354",1487,"Marcus, Jon","SO-2","Emory","26:43.4","October 19, 2019
","Berry College Cross Country Invitational","
Berry College
Rome, GA 30066
  ","Berry_College_Cross_Country_Invitational","83",1520.4
"355",1517,"Whetstone, Jack","JR","Emory","24:40.7","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1420.7
"356",1518,"Moore, Spencer","SO","Emory","25:01.3","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1441.3
"357",1519,"Cox, John","JR","Emory","25:27.1","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1467.1
"358",1520,"Dillon, Matt","JR","Emory","25:39.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1479.4
"359",1521,"Kattenberg, Egan","JR","Emory","25:48.2","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1488.2
"360",1522,"Lucas, Brett","SO","Emory","25:52.8","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1492.8
"361",1523,"Marcus, Jon","SO","Emory","26:19.4","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1519.4
"362",1524,"Whetstone, Jack","JR-3","Emory","24:56.8","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1414.8
"363",1525,"Moore, Spencer","SO-2","Emory","25:34.4","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1452.4
"364",1526,"Lucas, Brett","SO-2","Emory","25:41.8","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1459.8
"365",1527,"Cox, John","JR-3","Emory","25:55.9","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1473.9
"366",1528,"Marcus, Jon","SO-2","Emory","26:01.1","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1479.1
"367",1529,"Dillon, Matt","JR-3","Emory","26:08.2","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1486.2
"368",1530,"Kattenberg, Egan","JR-3","Emory","26:13.7","September 21, 2019
","Rhodes College Cross Country Invitational","
Shelby Farms
Memphis, TN 38112
  ","Rhodes_College_Cross_Country_Invitational_","82",1491.7
"369",1546,"Phillip, Alex","FR-1","John Carroll","24:12.2","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1452.2
"370",1547,"Dailey, Jamie","JR-3","John Carroll","24:15.2","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1455.2
"371",1548,"Pierson, Ian","SO-2","John Carroll","24:30.6","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1470.6
"372",1549,"White, Pat","SO-2","John Carroll","24:49.0","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1489
"373",1550,"Hallgarth, Matt","SR-4","John Carroll","25:03.8","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1503.8
"374",1551,"Arnold, Jared","SO-2","John Carroll","25:11.0","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1511
"375",1552,"Kawalec, Jack","SR-4","John Carroll","25:27.9","November 16, 2019
","NCAA Division III Great Lakes Region Cross Country Championships","
Calvin College
Grand Rapids, MI 49546
  ","NCAA_Division_III_Great_Lakes_Region_Cross_Country_Championships","0",1527.9
"376",1553,"Phillip, Alex","FR-1","John Carroll","25:35.3","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1441.3
"377",1554,"Dailey, Jamie","JR-3","John Carroll","25:58.4","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1464.4
"378",1555,"Arnold, Jared","SO-2","John Carroll","26:08.0","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1474
"379",1556,"Pierson, Ian","SO-2","John Carroll","26:12.6","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1478.6
"380",1557,"Hallgarth, Matt","SR-4","John Carroll","26:33.1","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1499.1
"381",1558,"White, Pat","SO-2","John Carroll","26:37.3","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1503.3
"382",1559,"Kawalec, Jack","SR-4","John Carroll","26:56.7","November  02, 2019
","Ohio Athletic Conference XC Championships","
John Carroll
University Heights, OH 44118
  ","Ohio_Athletic_Conference_XC_Championships","94",1522.7
"383",1578,"Dailey, Jamie","JR-3","John Carroll","24:58.9","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1443.9
"384",1579,"White, Pat","SO-2","John Carroll","25:24.6","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1469.6
"385",1580,"Kawalec, Jack","SR-4","John Carroll","25:50.4","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  ","Oberlin_College_Inter-Regional_Rumble","55",1495.4
"386",1593,"Phillip, Alex","FR","John Carroll","24:51.1","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1431.1
"387",1594,"Dailey, Jamie","JR","John Carroll","24:57.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1437.9
"388",1595,"Pierson, Ian","SO","John Carroll","25:09.0","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1449
"389",1596,"Arnold, Jared","SO","John Carroll","25:12.9","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1452.9
"390",1597,"Hallgarth, Matt","SR","John Carroll","25:50.8","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1490.8
"391",1598,"White, Pat","SO","John Carroll","26:06.2","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1506.2
"392",1599,"Kawalec, Jack","SR","John Carroll","26:29.2","October  5, 2019
","Louisville Classic","
E.P. Tom Sawyer State Park
Louisville, KY 
  ","Louisville_Classic","60",1529.2
"393",1607,"Hallgarth, Matt","SR-4","John Carroll","26:59.6","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  ","All-Ohio_Cross_Country_Championships","128",1491.6
"394",1616,"Kawalec, Jack","SR-4","John Carroll","26:39.3","September  7, 2019
","Calvin Knight Invite","
Calvin College
Grand Rapids, MI 49456
  ","Calvin_Knight_Invite","100",1499.3
"395",1627,"Phillip, Alex","FR-1","John Carroll","25:27.4","September  7, 2019
","Calvin Knight Invite","
Calvin College
Grand Rapids, MI 49456
  ","Calvin_Knight_Invite","100",1427.4
